text,keyword,label
not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,not going out with them. there is another fatty i like and hopefully ill see him in when i`m in cali in 8 days. if hes not upset with me.,neutral
My uncle isn`t coming after all,My uncle isn`t coming after all,neutral
I haven`t slept this good in such a long time... I feel great.,I feel great.,positive
I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!,I just signed up for Japanese 123 at Clark College... it will be a night class with Kamei-sensei... only two days a week  KUSO!,neutral
"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do","Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do",neutral
" Anytime! I`m off ~ I can`t match your stamina... my nice, warm, comfy bed is calling (screaming) my name...lol Night Ninja!",comfy,positive
 Wish I could be there too!  Enjoy your weekend! ****,Enjoy your weekend!,positive
" Thanks hon, doing great and yourself? Happy Mothers Day",Happy,positive
  i get migranes.. so .. that leaves you to either arthritis and/or gout!,i get migranes,negative
"Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....","Its a real shame that its not nice and sunny outside, it would of been nice to have another BBQ  NVM....",neutral
 I`m more upset about the fact that 2010 is the last year,I`m more upset,negative
" Many thanks, mate","Many thanks, mate",positive
oasis or ribena? toughest decision everrr,toughest,negative
 So sorry  Definitely getting it out this weekend.,So sorry,negative
ugh back in reno,ugh,negative
 OH NO....do you think he`s lived out his lifespan?,OH NO....do you think he`s lived out his lifespan?,neutral
training again today.,training again today.,neutral
 don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall,don`t have one yet  but hopefully I`ll be ponying up for one soon because this 15' is definitely hitting a wall,neutral
 i`m totally gonna have money to actually buy a pair of shoes this time,i`m totally gonna have money to actually buy a pair of shoes this time,neutral
 I know right...,I know right...,neutral
" I hope you had fun in Canada  don`t worry you`ll see then again this summer,",fun,positive
" please nick, say happy birthday to me. my birthday was yesterday!","please nick, say happy birthday to me. my birthday was yesterday!",neutral
Ahh im in love.  hes theeee best.,best.,positive
 You gave me the inspiration for my last update.,the inspiration,positive
"..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.","..Get Over On His Mom & Now I Feel Horrible, He Must Think I am.  That`s Not What I Meant. Just Thought It`d Be Better Than The Brunt.",negative
 i don`t have any of that,i don`t have any of that,neutral
It`s  s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a `hi` from the twittersphere would do some good,It`s  s (mr. tonematrix) birthday today. Poor guy is ill at home. Perhaps a `hi` from the twittersphere would do some good,neutral
 That gave me a great smile. Nice way to end the day. You are so right,Nice,positive
had plans with people but they cancelled...now what to do?,cancelled..,negative
"_davis Are you headed to a conference?  Oh and if you`re doing the book buying ban, you can always borrow, right?","_davis Are you headed to a conference?  Oh and if you`re doing the book buying ban, you can always borrow, right?",neutral
 OMG that`s really good i want to see the photos! have a nice day,good,positive
The wedding couldn`t have been more perfect,perfect,positive
 Pretty sure you are hero status... You rock my socks Ms McCain.,Pretty sure you are hero status... You rock my socks,positive
 Hey! It`s so funny - I stopped to get a coffee on the way in and spilt half of it in the car!,funny,positive
It`s teddy chucking time,chucking,negative
i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?,i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour,neutral
TIRED! goodnight twitter  its mother`s day  happy mother`s day  lov my moomy <3 yayy! God Bless.,TIRED!,negative
" My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!","My pleasure  I really enjoy your random word poetry, and am disappointed when I miss out on participating!",neutral
is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow,is sitting in her nan`s bathroom dying her hair for the x factor auditions tomorrow,neutral
 If only you`d come the sick one...with inflamed vocal cords,sick,negative
tripping through tiredness is nottt nice,nottt nice,negative
 I thought I was going to see a pic of your clean car,I thought I was going to see a pic of your clean car,neutral
sitting in school  sucks to be me!,sucks,negative
Oh great Tampa people - anybody in the area know someone who works for the Jain Society of Tampa Bay? None of their phone #`s work.,None of their phone #`s work.,negative
 thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don`t take one if I do,thanks,positive
 Lol...I am greedy. I`m craving Coldstone again.,m greedy.,neutral
" we`ll be back sunday to play @ the horse, I was out last night at mex you were not  miss you",miss,negative
"Typical overcast bank holiday Monday, glad we went to the beach on Saturday",glad,positive
oooh harlow is so sweet,so sweet,positive
I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.,I need some free #fieldnotes because I can`t travel to North 3rd Street in Philly to buy my own.,neutral
Is Charleston bound for the day,Is Charleston bound for the day,neutral
"ONE MO TIME BECUZ  HASNT SEEN IT YET!!! AND SHES SOO **** COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko","SOO **** COOL,",positive
Tomorrow is house shopping...,Tomorrow is house shopping...,neutral
i just found a crack in my baking bowl...milk spilled everywhere,i just found a crack in my baking bowl...milk spilled everywhere,negative
Just realized it is friday and b/c of a party I don`t get to go racing.,Just realized it is friday and b/c of a party I don`t get to go racing.,neutral
Even ARNOLD couldn`t save the parks  http://bit.ly/WSM5J  - How is this providing jobs?,ARNOLD couldn`t save the parks,negative
"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.","I like sunshine, but I do NOT like heat headaches  shame,",neutral
i cut my hand open!!!,i cut my hand open!!!,negative
This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.,This economy thing is getting us down. I stay positive mostly but sometimes it really gets to me. Hoping Todd gets work soon.,neutral
 Go for it!!,Go for it!!,neutral
"_carter It says 'This video is private.', WTF????",WTF??,negative
"midnight cry.. wish the person I wanted, wanted me right now","midnight cry.. wish the person I wanted, wanted me right now",neutral
 you wish,you wish,neutral
"  Haha,I just may do that,yo!","Haha,I just may do that,yo!",neutral
Why is it so dark outside?,Why is it so dark outside?,neutral
_Smith glad the zoo was fun and you had a great mothers day hun,glad,positive
Home w/bae & Myka.. He`s so meann,so meann,negative
 I still have a lot of time on my stupid contract...  18 months before I can change providers,stupid,negative
 !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,!! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS!,neutral
_life  Hey i like love iCarly it rocks.   my youtube account--> http://tinyurl.com/cf63ud,i like love iCarly it rocks.,positive
"listening to dave barnes, getting really excited for junior senior",getting really excited for junior senior,positive
"_N_Wilson C`mon, I like the superpower explanation better! LOL",like,positive
Waiting for my momma so i can go to Chase and see what the hell they doin with my money. i miss WAMU,miss WA,negative
 legit. Legit cruise.,legit. Legit cruise.,neutral
 rocks my world!!!! soooo funny!!!!  <3,funny!,positive
" totally forgot about the dgree show et al. Now ensconced in home, wine and ready for bed",forgot,negative
 oh ok cool will get back to you on that,oh ok cool will get back to you on that,neutral
 i quite like God Save Our King too,i quite like God Save Our King too,positive
" possibly! NyQuil will get me through tonight though  Doctors Monday! (I hope for the swine, just so I can be on google maps)..jk",I hope,positive
 i kno i doooo!!!!!!!!!! yall partyin with out me,yall partyin with out me,negative
BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,neutral
" woot, woot! super cool",cool,positive
